order	family	genus	id	position	name	accession	tech	length	single	duplicate	fragmented	missing	sum	category
Hymenoptera	Formicidae	Vollenhovia	262	409	Vollenhovia_emeryi	GCA_000949405.1	short	287900827	98.9	0.4	0.2	0.5	100	B
Hymenoptera	Formicidae	Trachymyrmex	265	408	Trachymyrmex_septentrionalis	GCA_001594115.1	short	291747019	99	0.2	0.4	0.4	100	A
Hymenoptera	Formicidae	Trachymyrmex	292	407	Trachymyrmex_cornetzi	GCA_001594075.1	short	369438293	98.6	0.6	0.3	0.5	100	A
Hymenoptera	Formicidae	Trachymyrmex	241	406	Trachymyrmex_zeteki	GCA_001594055.1	short	267973152	99	0	0.4	0.6	100	A
Hymenoptera	Formicidae	Tetramorium	199	405	Tetramorium_parvispinum	GCA_011638315.1	short	229641016	95.5	0.3	2.9	1.3	100	A
Hymenoptera	Formicidae	Tetramorium	208	404	Tetramorium_simillimum	GCA_011636635.1	short	232155731	97.9	0.6	1	0.5	100	A
Hymenoptera	Formicidae	Tetramorium	200	403	Tetramorium_bicarinatum	GCA_011636605.1	short	229238156	97	0.4	1.2	1.4	100	A
Hymenoptera	Formicidae	Tetramorium	201	402	Tetramorium_immigrans	GCA_011636585.1	short	227078691	97.2	0.2	1.7	0.9	100	A
Hymenoptera	Formicidae	Temnothorax	269	401	Temnothorax_curvispinosus	GCA_003070985.1	short	303539295	88.4	6.6	1.2	3.8	100	A
Hymenoptera	Formicidae	Solenopsis	302	400	Solenopsis_invicta	GCA_010367695.1	long	413978255	96.3	2.6	0.7	0.4	100	A
Hymenoptera	Formicidae	Solenopsis	286	399	Solenopsis_fugax	GCA_003595255.1	short	335323959	93.5	0.4	3	3.1	100	A
Hymenoptera	Formicidae	Pseudomyrmex	175	398	Pseudomyrmex_concolor	GCA_014839585.1	short	196807752	95.5	0.8	2	1.7	100	A
Hymenoptera	Formicidae	Pseudomyrmex	180	397	Pseudomyrmex_cubaensis	GCA_014825685.1	short	204624832	97.6	0.4	0.9	1.1	100	A
Hymenoptera	Formicidae	Pseudomyrmex	185	396	Pseudomyrmex_dendroicus	GCA_014825645.1	short	206595161	96.5	0.4	1.5	1.6	100	A
Hymenoptera	Formicidae	Pseudomyrmex	220	395	Pseudomyrmex_elongatus	GCA_014825605.1	short	244058880	97.3	1	0.7	1	100	A
Hymenoptera	Formicidae	Pseudomyrmex	176	394	Pseudomyrmex_flavicornis	GCA_014825475.1	short	198472643	97.8	0.4	0.7	1.1	100	A
Hymenoptera	Formicidae	Pseudomyrmex	177	393	Pseudomyrmex_pallidus	GCA_014825455.1	short	200367487	95.6	0.5	1.8	2.1	100	A
Hymenoptera	Formicidae	Pseudomyrmex	254	392	Pseudomyrmex_gracilis	GCA_002006095.1	short	282776121	98.6	0.7	0.1	0.6	100	A
Hymenoptera	Formicidae	Pogonomyrmex	210	391	Pogonomyrmex_barbatus	GCA_000187915.1	short	235645958	96.3	0.3	2.3	1.1	100	A
Hymenoptera	Formicidae	Ooceraea	192	390	Ooceraea_biroi	GCA_003672135.1	long	223876465	98.1	1	0.2	0.7	100	A
Hymenoptera	Formicidae	Odontomachus	298	389	Odontomachus_brunneus	GCA_010583005.1	short	393036571	97.7	1.3	0.3	0.7	100	A
Hymenoptera	Formicidae	Nylanderia	291	388	Nylanderia_fulva	GCA_005281655.1	long	375107333	95.8	2.2	1	1	100	A
Hymenoptera	Formicidae	Monomorium	278	387	Monomorium_pharaonis	GCA_013373865.2	long	325506644	96.6	2.4	0.4	0.6	100	A
Hymenoptera	Formicidae	Linepithema	190	386	Linepithema_humile	GCA_000217595.1	short	219500750	98.5	0.6	0.3	0.6	100	A
Hymenoptera	Formicidae	Lasius	209	385	Lasius_niger	GCA_001045655.1	short	236236391	94.8	0.8	2.8	1.6	100	A
Hymenoptera	Formicidae	Harpegnathos	282	384	Harpegnathos_saltator	GCA_003227715.1	long	334536844	98	1.2	0.1	0.7	100	A
Hymenoptera	Formicidae	Formica	259	383	Formica_selysi	GCA_009859135.1	long	290452129	97.5	1.6	0.3	0.6	100	A
Hymenoptera	Formicidae	Formica	245	382	Formica_exsecta	GCA_003651465.1	short	277633851	95.2	3.4	1	0.4	100	A
Hymenoptera	Formicidae	Dinoponera	234	381	Dinoponera_quadriceps	GCA_001313825.1	short	259665865	98	0.4	0.8	0.8	100	A
Hymenoptera	Formicidae	Cyphomyrmex	270	380	Cyphomyrmex_costatus	GCA_001594065.1	short	300316566	98.5	1	0.1	0.4	100	A
Hymenoptera	Formicidae	Crematogaster	279	379	Crematogaster_levior	GCA_901521435.1	none	326199551	96.6	1.6	0.3	1.5	100	A
Hymenoptera	Formicidae	Cataglyphis	264	378	Cataglyphis_niger	GCA_004329405.1	short	295977620	95.4	1	1.9	1.7	100	A
Hymenoptera	Formicidae	Cataglyphis	178	377	Cataglyphis_hispanica	GCA_004195275.1	short	198942706	89.9	0.5	5.6	4	100	A
Hymenoptera	Formicidae	Camponotus	253	376	Camponotus_floridanus	GCA_003227725.1	long	284009182	98.8	0.4	0.4	0.4	100	A
Hymenoptera	Formicidae	Atta	260	375	Atta_texana	GCA_004480015.1	short	286872587	89.5	0.3	6.5	3.7	100	A
Hymenoptera	Formicidae	Atta	261	374	Atta_colombica	GCA_001594045.1	short	291257934	98.9	0.4	0.4	0.3	100	A
Hymenoptera	Formicidae	Atta	274	373	Atta_cephalotes	GCA_000143395.2	short	317671980	97.2	0.1	1	1.7	100	A
Hymenoptera	Formicidae	Aphaenogaster	299	372	Aphaenogaster_picea	GCA_003063865.1	short	386044929	98	0.6	0.8	0.6	100	A
Hymenoptera	Formicidae	Aphaenogaster	294	371	Aphaenogaster_floridana	GCA_003063835.1	short	382861007	98.5	0.4	0.3	0.8	100	A
Hymenoptera	Formicidae	Aphaenogaster	272	370	Aphaenogaster_ashmeadi	GCA_003063805.1	short	310333780	98.6	0.7	0.1	0.6	100	A
Hymenoptera	Formicidae	Aphaenogaster	289	369	Aphaenogaster_fulva	GCA_003063765.1	short	346134187	97.5	0.5	0.8	1.2	100	A
Hymenoptera	Formicidae	Aphaenogaster	303	368	Aphaenogaster_rudis	GCA_003063745.1	short	429703865	98.6	0.4	0.2	0.8	100	A
Hymenoptera	Formicidae	Aphaenogaster	287	367	Aphaenogaster_miamiana	GCA_003063725.1	short	342642954	98.5	0.3	0.5	0.7	100	A
Hymenoptera	Formicidae	Acromyrmex	266	366	Acromyrmex_echinatior	GCA_000204515.1	short	295944863	98.2	0.5	0.9	0.4	100	A
Hymenoptera	Figitidae	Leptopilina	293	365	Leptopilina_boulardi	GCA_011634795.1	long	375718377	92.8	2.7	1.3	3.2	100	B
Hymenoptera	Figitidae	Leptopilina	301	364	Leptopilina_heterotoma	GCA_010016045.1	short	404860936	95.8	0.6	2	1.6	100	B
Hymenoptera	Figitidae	Leptopilina	235	363	Leptopilina_clavipes	GCA_001855655.1	long	255343917	91.9	0.7	3.6	3.8	100	B
Hymenoptera	Figitidae	Ganaspis	310	362	Ganaspis_brasiliensis	GCA_009823575.1	short	821362844	68.4	0.7	22.8	8.1	100	B
Hymenoptera	Eurytomidae	Eurytoma	275	361	Eurytoma_adleriae	GCA_900480045.1	none	314665288	93	1.2	2.9	2.9	100	B
Hymenoptera	Eurytomidae	Eurytoma	281	360	Eurytoma_brunniventris	GCA_900475205.1	none	321460311	92.2	1.1	3.1	3.6	100	B
Hymenoptera	Eupelmidae	Eupelmus	295	359	Eupelmus_urozonus	GCA_900480035.1	none	376747980	94	1	2.3	2.7	100	B
Hymenoptera	Eupelmidae	Eupelmus	276	358	Eupelmus_annulatus	GCA_900480025.1	none	314961079	93.8	1	2.6	2.6	100	B
Hymenoptera	Encyrtidae	Copidosoma	305	357	Copidosoma_floridanum	GCA_000648655.2	short	553956141	92.9	2.5	1.2	3.4	100	B
Hymenoptera	Diprionidae	Neodiprion	242	356	Neodiprion_pinetum	GCA_004916985.1	short	269775091	97.5	0.4	0.9	1.2	100	B
Hymenoptera	Diprionidae	Neodiprion	212	355	Neodiprion_lecontei	GCA_001263575.2	short	239776993	98.8	0.4	0.3	0.5	100	B
Hymenoptera	Cynipidae	Synergus	246	354	Synergus_gifuensis	GCA_904066015.1	none	276059795	94.3	1.4	2.5	1.8	100	B
Hymenoptera	Cynipidae	Synergus	238	353	Synergus_itoensis	GCA_904066005.1	none	266041981	93.9	0.9	3.2	2	100	B
Hymenoptera	Cynipidae	Synergus	211	352	Synergus_umbraculus	GCA_900474325.1	none	235334141	96	0.9	1.6	1.5	100	B
Hymenoptera	Cynipidae	Synergus	193	351	Synergus_japonicus	GCA_900474275.1	none	226414463	96.1	1.5	1.7	0.7	100	B
Hymenoptera	Cynipidae	Pseudoneuroterus	318	350	Pseudoneuroterus_saliens	GCA_900490055.1	none	2060851172	40.8	1	33.3	24.9	100	B
Hymenoptera	Cynipidae	Neuroterus	319	349	Neuroterus_quercusbaccarum	GCA_900490065.1	none	2569683019	28.7	0.3	37	34	100	B
Hymenoptera	Cynipidae	Callirhytis	311	348	Callirhytis_sp._RG_2019_326	GCA_011762715.1	short	1117281825	77.5	0.7	13.5	8.3	100	B
Hymenoptera	Cynipidae	Belonocnema	314	347	Belonocnema_treatae	GCA_010883055.1	short	1538686255	94.7	0.4	2.9	2	100	B
Hymenoptera	Cynipidae	Andricus	317	346	Andricus_quercusramuli	GCA_900474265.1	none	1937566174	16.5	0.9	38.1	44.5	100	B
Hymenoptera	Cynipidae	Andricus	316	345	Andricus_inflator	GCA_900474215.1	none	1869313883	31.5	0.4	39.4	28.7	100	B
Hymenoptera	Cynipidae	Andricus	315	344	Andricus_curvator	GCA_900474205.1	none	1713399768	27	0.5	38.8	33.7	100	B
Hymenoptera	Cynipidae	Andricus	313	343	Andricus_grossulariae	GCA_011634705.1	short	1412754889	67.8	0.7	20	11.5	100	B
Hymenoptera	Cynipidae	Andricus	312	342	Andricus_quercuslanigera	GCA_010014905.1	short	1336778427	73.7	0.5	16.8	9	100	B
Hymenoptera	Colletidae	Colletes	247	341	Colletes_gigas	GCA_013123115.1	long	273056604	98.2	1.2	0.1	0.5	100	B
Hymenoptera	Cephidae	Cephus	164	340	Cephus_cinctus	GCA_000341935.1	short	162226239	99	0.3	0.3	0.4	100	B
Hymenoptera	Braconidae	Microplitis	213	339	Microplitis_demolitor	GCA_000572035.2	short	241190213	98.2	1.2	0.2	0.4	100	B
Hymenoptera	Braconidae	Macrocentrus	156	338	Macrocentrus_cingulum	GCA_002156465.1	short	127916415	97	1.8	0.3	0.9	100	B
Hymenoptera	Braconidae	Lysiphlebus	159	337	Lysiphlebus_fabarum	GCA_011426435.1	long	140705580	88.2	9.3	0.2	2.3	100	B
Hymenoptera	Braconidae	Fopius	162	336	Fopius_arisanus	GCA_000806365.1	short	153631861	96.6	0.1	1.3	2	100	B
Hymenoptera	Braconidae	Diachasma	296	335	Diachasma_alloeum	GCA_001412515.3	short	384371871	98	0.3	0.6	1.1	100	B
Hymenoptera	Braconidae	Cotesia	173	334	Cotesia_vestalis	GCA_000956155.1	short	186103588	87	5.6	2.8	4.6	100	B
Hymenoptera	Braconidae	Chelonus	157	333	Chelonus_insularis	GCA_013357705.1	long	135730493	98.8	0.4	0.2	0.6	100	B
Hymenoptera	Braconidae	Aphidius	163	332	Aphidius_gifuensis	GCA_014905175.1	long	156944493	96	2.7	0.1	1.2	100	B
Hymenoptera	Braconidae	Aphidius	158	331	Aphidius_ervi	GCA_011426455.1	long	138951524	95	2.5	0.4	2.1	100	B
Hymenoptera	Bethylidae	Goniozus	160	330	Goniozus_legneri	GCA_003055095.1	short	140141882	98.6	0.8	0.2	0.4	100	B
Hymenoptera	Apidae	Tetragonula	288	329	Tetragonula_mellipes	GCA_011634685.1	short	337571621	96.6	0.3	1.3	1.8	100	A
Hymenoptera	Apidae	Tetragonula	273	328	Tetragonula_hockingsi	GCA_010645185.1	short	307102115	95.5	0.3	2.2	2	100	A
Hymenoptera	Apidae	Tetragonula	256	327	Tetragonula_davenporti	GCA_010645165.1	short	284611473	96.8	0.3	1.2	1.7	100	A
Hymenoptera	Apidae	Tetragonula	267	326	Tetragonula_clypearis	GCA_010645135.1	short	294049662	96	0.3	1.9	1.8	100	A
Hymenoptera	Apidae	Tetragonula	271	325	Tetragonula_carbonaria	GCA_010645115.1	short	299550189	95.8	0.4	2	1.8	100	A
Hymenoptera	Apidae	Melipona	237	324	Melipona_quadrifasciata	GCA_001276565.1	short	256302695	97.4	0.1	1.4	1.1	100	A
Hymenoptera	Apidae	Lepidotrigona	283	323	Lepidotrigona_ventralis_hoosana	GCA_002806875.1	short	333080613	93.3	0.8	3.1	2.8	100	A
Hymenoptera	Apidae	Habropoda	268	322	Habropoda_laboriosa	GCA_001263275.1	short	296954667	97.6	0.2	0.8	1.4	100	A
Hymenoptera	Apidae	Frieseomelitta	249	321	Frieseomelitta_varia	GCA_011392965.1	short	275421029	98.3	0.4	0.6	0.7	100	A
Hymenoptera	Apidae	Euglossa	308	320	Euglossa_dilemma	GCA_002201625.1	short	588199719	92.5	1.7	2.8	3	100	A
Hymenoptera	Apidae	Eufriesea	309	319	Eufriesea_mexicana	GCA_001483705.1	short	596278454	96.9	1.5	0.6	1	100	A
Hymenoptera	Apidae	Ceratina	191	318	Ceratina_australensis	GCA_004307685.1	short	219302412	90.5	5.6	1.4	2.5	100	A
Hymenoptera	Apidae	Ceratina	179	317	Ceratina_calcarata	GCA_001652005.1	short	199936949	96.2	1.8	0.4	1.6	100	A
Hymenoptera	Apidae	Bombus	214	316	Bombus_haemorrhoidalis	GCA_014825975.1	short	240538686	99.6	0.3	0	0.1	100	A
Hymenoptera	Apidae	Bombus	221	315	Bombus_breviceps	GCA_014825925.1	short	248124274	99.4	0.2	0.1	0.3	100	A
Hymenoptera	Apidae	Bombus	215	314	Bombus_ignitus	GCA_014825875.1	short	242565149	97.6	0.1	0.7	1.6	100	A
Hymenoptera	Apidae	Bombus	236	313	Bombus_pyrosoma	GCA_014825855.1	short	254804690	99.5	0.2	0.2	0.1	100	A
Hymenoptera	Apidae	Bombus	222	312	Bombus_turneri	GCA_014825825.1	short	243111512	99.2	0.3	0.4	0.1	100	A
Hymenoptera	Apidae	Bombus	223	311	Bombus_cullumanus	GCA_014737535.1	short	246986414	99.1	0.3	0.1	0.5	100	A
Hymenoptera	Apidae	Bombus	224	310	Bombus_difficillimus	GCA_014737525.1	short	243560081	99	0	0.4	0.6	100	A
Hymenoptera	Apidae	Bombus	239	309	Bombus_sibiricus	GCA_014737505.1	short	262420024	99.3	0.2	0.2	0.3	100	A
Hymenoptera	Apidae	Bombus	229	308	Bombus_picipes	GCA_014737485.1	short	253987937	98.3	0.1	0.8	0.8	100	A
Hymenoptera	Apidae	Bombus	216	307	Bombus_confusus	GCA_014737475.1	short	239101172	99	0.2	0.5	0.3	100	A
Hymenoptera	Apidae	Bombus	230	306	Bombus_consobrinus	GCA_014737455.1	short	249068899	99.3	0.2	0.2	0.3	100	A
Hymenoptera	Apidae	Bombus	217	305	Bombus_opulentus	GCA_014737405.1	short	242353651	98.4	0.3	0.7	0.6	100	A
Hymenoptera	Apidae	Bombus	202	304	Bombus_waltoni	GCA_014737395.1	short	231149577	99.1	0.2	0.3	0.4	100	A
Hymenoptera	Apidae	Bombus	203	303	Bombus_superbus	GCA_014737385.1	short	230139620	99.1	0.4	0.3	0.2	100	A
Hymenoptera	Apidae	Bombus	225	302	Bombus_soroeensis	GCA_014737365.1	short	243573539	96.8	0.1	1.1	2	100	A
Hymenoptera	Apidae	Bombus	218	301	Bombus_skorikovi	GCA_014737355.1	short	242038170	99	0.7	0.1	0.2	100	A
Hymenoptera	Apidae	Bombus	226	300	Bombus_polaris	GCA_014737335.1	short	245790074	97.2	0.1	1.2	1.5	100	A
Hymenoptera	Apidae	Bombus	255	299	Bombus_vancouverensis_nearcticus	GCA_011952275.1	long	282133710	99.2	0.5	0.2	0.1	100	A
Hymenoptera	Apidae	Bombus	248	298	Bombus_vosnesenskii	GCA_011952255.1	long	275577952	99.5	0.1	0.3	0.1	100	A
Hymenoptera	Apidae	Bombus	243	297	Bombus_bifarius	GCA_011952205.1	long	266784621	99	0.4	0.3	0.3	100	A
Hymenoptera	Apidae	Bombus	231	296	Bombus_terrestris	GCA_000214255.1	short	248654244	98.7	0.2	0.7	0.4	100	A
Hymenoptera	Apidae	Bombus	228	295	Bombus_impatiens	GCA_000188095.4	short	246856484	99.4	0.1	0.1	0.4	100	A
Hymenoptera	Apidae	Apis	194	294	Apis_laboriosa	GCA_014066325.1	short	226063288	99.5	0	0.1	0.4	100	A
Hymenoptera	Apidae	Apis	195	293	Apis_mellifera_carnica	GCA_013841245.1	long	226044179	99.3	0.2	0	0.5	100	A
Hymenoptera	Apidae	Apis	196	292	Apis_mellifera_caucasica	GCA_013841205.1	long	224766697	99.6	0	0	0.4	100	A
Hymenoptera	Apidae	Apis	187	291	Apis_cerana_cerana	GCA_011100585.1	long	215652617	99.6	0.2	0	0.2	100	A
Hymenoptera	Apidae	Apis	197	290	Apis_dorsata	GCA_009792835.1	long	223527749	98.5	0.1	0.5	0.9	100	A
Hymenoptera	Apidae	Apis	204	289	Apis_mellifera_mellifera	GCA_003314205.1	long	227019819	99.6	0	0	0.4	100	A
Hymenoptera	Apidae	Apis	198	288	Apis_mellifera	GCA_003254395.2	long	225234541	99.3	0.1	0.1	0.5	100	A
Hymenoptera	Apidae	Apis	227	287	Apis_mellifera_intermissa	GCA_000819425.1	short	243566977	75.6	0.1	13.6	10.7	100	A
Hymenoptera	Apidae	Apis	205	286	Apis_florea	GCA_000184785.2	short	228997396	98	0	1.2	0.8	100	A
Hymenoptera	Agaonidae	Pleistodontes	304	285	Pleistodontes_nigriventris	GCA_903653215.1	none	510361104	94.1	0.2	2.9	2.8	100	B
Hymenoptera	Agaonidae	Ceratosolen	250	284	Ceratosolen_solmsi_marchali	GCA_000503995.1	short	277059195	97.2	0.3	1	1.5	100	B
Hemiptera	Reduviidae	Triatoma	355	283	Triatoma_infestans	GCA_011037195.1	long	949486157	89	1.7	2	7.3	100	A
Hemiptera	Reduviidae	Rhodnius	352	282	Rhodnius_prolixus	GCA_000181055.3	short	706824083	95.1	0.7	2	2.2	100	A
Hemiptera	Pseudococcidae	Trionymus	324	281	Trionymus_perrisii	GCA_900050545.1	none	237582517	87.9	0.8	5.4	5.9	100	A
Hemiptera	Pseudococcidae	Pseudococcus	325	280	Pseudococcus_longispinus	GCA_900064475.1	none	284990201	90.3	1.2	4.1	4.4	100	A
Hemiptera	Pseudococcidae	Phenacoccus	326	279	Phenacoccus_solenopsis	GCA_009761765.1	long	292537731	90.9	4	1.3	3.8	100	A
Hemiptera	Pseudococcidae	Paracoccus	323	278	Paracoccus_marginatus	GCA_900065295.1	none	191208351	92.3	1.4	2.4	3.9	100	A
Hemiptera	Pseudococcidae	Maconellicoccus	322	277	Maconellicoccus_hirsutus	GCA_003261595.1	long	189239095	90.4	5.1	1.1	3.4	100	A
Hemiptera	Pseudococcidae	Ferrisia	328	276	Ferrisia_virgata	GCA_900060175.1	none	304570832	92.9	1.3	2	3.8	100	A
Hemiptera	Pentatomidae	Stiretrus	354	275	Stiretrus_anchorago	GCA_010014745.1	short	866582305	66.7	0.4	17.6	15.3	100	A
Hemiptera	Pentatomidae	Piezodorus	320	274	Piezodorus_guildinii	GCA_000786065.1	short	3179848	0.2	0	0.1	99.7	100	A
Hemiptera	Pentatomidae	Halyomorpha	360	273	Halyomorpha_halys	GCA_000696795.3	short	1150087594	96	1.3	1	1.7	100	A
Hemiptera	Pentatomidae	Euschistus	362	272	Euschistus_heros	GCA_003667255.1	long	1325158962	78.7	3.1	3.7	14.5	100	A
Hemiptera	Pemphigidae	Eriosoma	334	271	Eriosoma_lanigerum	GCA_013282895.1	short	334868328	95	1.8	0.5	2.7	100	A
Hemiptera	Miridae	Nesidiocoris	337	270	Nesidiocoris_tenuis	GCA_902806785.1	none	355120802	66.6	21.5	5.4	6.5	100	A
Hemiptera	Miridae	Apolygus	357	269	Apolygus_lucorum	GCA_009739505.2	long	1023618409	93.1	2.3	1.8	2.8	100	A
Hemiptera	Lygaeidae	Oncopeltus	358	268	Oncopeltus_fasciatus	GCA_000696205.2	short	1099611736	92.1	1.7	3.4	2.8	100	A
Hemiptera	Liviidae	Diaphorina	345	267	Diaphorina_citri	GCA_000475195.1	long	485705082	81.4	4.5	6.9	7.2	100	A
Hemiptera	Lachnidae	Cinara	341	266	Cinara_cedri	GCA_902439185.1	none	396042769	95.1	1.9	0.7	2.3	100	A
Hemiptera	Gerridae	Gerris	356	265	Gerris_buenoi	GCA_001010745.2	short	994443371	92.2	2.5	1.6	3.7	100	A
Hemiptera	Fulgoridae	Zanna	365	264	Zanna_intricata	GCA_010016005.1	short	2108144912	47.4	0.2	32.3	20.1	100	A
Hemiptera	Delphacidae	Sogatella	350	263	Sogatella_furcifera	GCA_014356515.1	short	656291902	92	2.1	3	2.9	100	A
Hemiptera	Delphacidae	Nilaparvata	359	262	Nilaparvata_lugens	GCA_014356525.1	long	1087807972	92.7	2.5	1.4	3.4	100	A
Hemiptera	Delphacidae	Laodelphax	347	261	Laodelphax_striatellus	GCA_003335185.2	long	539918070	93.6	2.3	2	2.1	100	A
Hemiptera	Dactylopiidae	Dactylopius	321	260	Dactylopius_coccus	GCA_000833685.1	short	18613147	2.6	1.8	0.8	94.8	100	A
Hemiptera	Coccidae	Ericerus	351	259	Ericerus_pela	GCA_011428145.1	short	654859808	82.7	4.2	1.3	11.8	100	A
Hemiptera	Cimicidae	Cimex	346	258	Cimex_lectularius	GCA_000648675.3	short	510833625	98.2	1.2	0.3	0.3	100	A
Hemiptera	Cicadidae	Magicicada	364	257	Magicicada_septendecim	GCA_011326945.1	short	1579033894	13.5	0.3	10.7	75.5	100	A
Hemiptera	Cicadellidae	Homalodisca	363	256	Homalodisca_vitripennis	GCA_000696855.2	short	1445215006	90.8	1.3	4.8	3.1	100	A
Hemiptera	Aphrophoridae	Philaenus	361	255	Philaenus_spumarius	GCA_002233535.1	short	1248087067	5.9	0.2	12.1	81.8	100	A
Hemiptera	Aphididae	Sitobion	342	254	Sitobion_miscanthi	GCA_008086715.1	long	397852643	88.9	3.7	0.8	6.6	100	A
Hemiptera	Aphididae	Sipha	338	253	Sipha_flava	GCA_003268045.1	short	353179758	92.9	1	0.6	5.5	100	A
Hemiptera	Aphididae	Schizaphis	340	252	Schizaphis_graminum	GCA_003264975.1	short	385164702	91.4	3.2	1.6	3.8	100	A
Hemiptera	Aphididae	Rhopalosiphum	333	251	Rhopalosiphum_maidis	GCA_003676215.3	long	326023155	94.9	2.2	0.7	2.2	100	A
Hemiptera	Aphididae	Pentalonia	339	250	Pentalonia_nigronervosa	GCA_014851325.1	short	375222927	94.5	1.8	0.9	2.8	100	A
Hemiptera	Aphididae	Myzus	336	249	Myzus_persicae	GCA_001856785.1	short	347296088	93.5	2.8	0.8	2.9	100	A
Hemiptera	Aphididae	Melanaphis	330	248	Melanaphis_sacchari	GCA_002803265.2	short	300271876	95.2	1.6	0.6	2.6	100	A
Hemiptera	Aphididae	Diuraphis	343	247	Diuraphis_noxia	GCA_001186385.1	short	395057805	87.4	2	4.5	6.1	100	A
Hemiptera	Aphididae	Aulacorthum	332	246	Aulacorthum_solani	GCA_008528875.1	short	316098029	82.3	1.4	8.6	7.7	100	A
Hemiptera	Aphididae	Aphis	329	245	Aphis_glycines	GCA_009928515.1	long	303155567	92	3.4	0.8	3.8	100	A
Hemiptera	Aphididae	Aphis	331	244	Aphis_craccivora	GCA_009835225.1	short	318873360	92.2	2.7	1.7	3.4	100	A
Hemiptera	Aphididae	Aphis	327	243	Aphis_gossypii	GCA_004010815.1	short	294262857	88.8	4.1	2.3	4.8	100	A
Hemiptera	Aphididae	Acyrthosiphon	348	242	Acyrthosiphon_pisum	GCA_005508785.1	short	541120603	93.3	3.2	0.7	2.8	100	A
Hemiptera	Aphalaridae	Pachypsylla	344	241	Pachypsylla_venusta	GCA_012654025.1	short	481970414	88.4	0.7	4.9	6	100	A
Hemiptera	Anthocoridae	Orius	335	240	Orius_insidiosus	GCA_014119065.1	long	328990643	63.2	22.8	4	10	100	A
Hemiptera	Aleyrodidae	Trialeurodes	353	239	Trialeurodes_vaporariorum	GCA_011764245.1	long	787484423	92.1	2	0.9	5	100	A
Hemiptera	Aleyrodidae	Bemisia	349	238	Bemisia_tabaci	GCA_001854935.1	long	615001830	95.8	1.8	0.7	1.7	100	A
Ephemeroptera	Ephemeridae	Ephemera	368	237	Ephemera_danica	GCA_000507165.2	short	474347418	94.3	2.6	1	2.1	100	B
Ephemeroptera	Baetidae	Cloeon	367	236	Cloeon_dipterum	GCA_902829235.1	none	180286980	95.4	2.3	0.4	1.9	100	B
Ephemeroptera	Baetidae	Baetis	366	235	Baetis_rhodani	GCA_001676355.1	short	174117300	20.6	0.3	35.3	43.8	100	B
Diptera	Trichoceridae	Trichoceridae	369	234	Trichoceridae_sp._BV-2014	GCA_001014425.1	short	41711596	26.2	0.3	12.8	60.7	100	A
Diptera	Tipulidae	Tipula	525	233	Tipula_oleracea	GCA_001017535.1	short	541697276	60.1	0.5	13.2	26.2	100	A
Diptera	Tephritidae	Zeugodacus	501	232	Zeugodacus_cucurbitae	GCA_000806345.1	short	374804520	98.7	0.3	0.4	0.6	100	A
Diptera	Tephritidae	Trupanea	373	231	Trupanea_jonesi	GCA_001014665.1	short	97281263	23.8	0.1	19.7	56.4	100	A
Diptera	Tephritidae	Tephritis	495	230	Tephritis_californica	GCA_001017515.1	short	342257700	55.1	0.2	21.4	23.3	100	A
Diptera	Tephritidae	Rhagoletis	535	229	Rhagoletis_pomonella	GCA_013731165.1	short	1223288327	79	15.3	1.8	3.9	100	A
Diptera	Tephritidae	Rhagoletis	533	228	Rhagoletis_zephyria	GCA_001687245.1	short	1113962544	82.1	15.4	0.9	1.6	100	A
Diptera	Tephritidae	Eutreta	471	227	Eutreta_diana	GCA_001015115.1	short	233053157	39.4	0	26	34.6	100	A
Diptera	Tephritidae	Ceratitis	512	226	Ceratitis_capitata	GCA_000347755.4	short	436474819	99.3	0.1	0.1	0.5	100	A
Diptera	Tephritidae	Bactrocera	517	225	Bactrocera_latifrons	GCA_001853355.1	short	462489382	98.4	0.7	0.2	0.7	100	A
Diptera	Tephritidae	Bactrocera	520	224	Bactrocera_oleae	GCA_001188975.4	long	484931532	98.8	0.3	0.2	0.7	100	A
Diptera	Tephritidae	Bactrocera	508	223	Bactrocera_dorsalis	GCA_000789215.2	short	414968693	95.8	0.2	1.4	2.6	100	A
Diptera	Tephritidae	Bactrocera	524	222	Bactrocera_tryoni	GCA_000695345.1	short	519005690	93.1	0.3	2	4.6	100	A
Diptera	Syrphidae	Eristalis	490	221	Eristalis_dimidiata	GCA_001015145.1	short	315428702	36.9	0.2	20.3	42.6	100	A
Diptera	Stratiomyidae	Hermetia	532	220	Hermetia_illucens	GCA_009835165.1	short	1101327485	91.5	7.6	0.4	0.5	100	A
Diptera	Sepsidae	Themira	376	219	Themira_minor	GCA_001014575.1	short	99885510	64.9	1.7	10.7	22.7	100	A
Diptera	Sciaridae	Bradysia	488	218	Bradysia_coprophila	GCA_014529535.1	long	309728657	96.3	3.1	0.4	0.2	100	A
Diptera	Scatopsidae	Coboldia	374	217	Coboldia_fuscipes	GCA_001014335.1	short	98759061	97.7	0.9	0.4	1	100	A
Diptera	Sarcophagidae	Sarcophaga	528	216	Sarcophaga_peregrina	GCA_014635995.1	long	560735179	96.9	0.5	0.7	1.9	100	A
Diptera	Sarcophagidae	Sarcophaga	519	215	Sarcophaga_bullata	GCA_005959815.1	short	476287247	91.9	1.4	3.7	3	100	A
